ci95_high,ci95_low,comparison,control_condition,delta,metric,true_condition
0.03014587362991614,-0.04654654654654655,text_ce,none,-0.00886524822695034,accuracy,true_text
0.5094384978229317,0.2608582427536232,text_ce,none,0.3804347826086957,cr,true_text
-0.26086956521739135,-0.5454545454545454,text_ce,none,-0.40217391304347827,pr,true_text
0.0035460992907801418,-0.033582089552238806,text_ce,none,-0.011976047904191616,sr,true_text
0.07499999999999996,0.0,text_ce,none,0.021739130434782594,scr,true_text
0.10606060606060608,-0.125,text_ce,none,-0.010869565217391353,si,true_text
0.10606060606060608,-0.125,text_ce,none,-0.010869565217391353,sra,true_text
0.03535353535353536,-0.020003663003663016,statebridge_ce,none,0.007092198581560294,accuracy,true_statebridge
0.37209302325581395,0.1562326388888889,statebridge_ce,none,0.26086956521739135,cr,true_statebridge
-0.07894736842105265,-0.296875,statebridge_ce,none,-0.18478260869565222,pr,true_statebridge
0.007462686567164178,-0.027972027972027975,statebridge_ce,none,-0.008982035928143712,sr,true_statebridge
0.0,0.0,statebridge_ce,none,0.0,scr,true_statebridge
0.1166666666666667,-0.040000000000000036,statebridge_ce,none,0.03804347826086951,si,true_statebridge
0.1166666666666667,-0.040000000000000036,statebridge_ce,none,0.03804347826086951,sra,true_statebridge
0.026217228464419484,-0.04166666666666663,latentmas_ce,none,-0.007092198581560294,accuracy,true_latentmas
0.6046511627906976,0.327263986013986,latentmas_ce,none,0.46739130434782605,cr,true_latentmas
-0.3113207547169812,-0.6,latentmas_ce,none,-0.45652173913043476,pr,true_latentmas
0.009615384615384616,-0.03550295857988166,latentmas_ce,none,-0.011976047904191616,sr,true_latentmas
0.0,-0.07500000000000007,latentmas_ce,none,-0.021739130434782594,scr,true_latentmas
0.09895833333333337,-0.08749999999999997,latentmas_ce,none,0.005434782608695676,si,true_latentmas
0.09895833333333337,-0.08749999999999997,latentmas_ce,none,0.005434782608695676,sra,true_latentmas
