answer_change_rate,category,condition,directional_examples,follow_sender_rate,post_accuracy
0.05714285714285714,correction_opportunity,none,35,0.05714285714285714,0.05714285714285714
0.02857142857142857,destruction_risk,none,35,0.02857142857142857,0.9714285714285714
0.03787878787878788,both_wrong,none,132,0.7878787878787878,0.007575757575757576
0.0,both_correct,none,398,1.0,1.0
0.05714285714285714,correction_opportunity,other_statebridge,35,0.0,0.0
0.02857142857142857,destruction_risk,other_statebridge,35,0.0,0.9714285714285714
0.030303030303030304,both_wrong,other_statebridge,132,0.7878787878787878,0.022727272727272728
0.002512562814070352,both_correct,other_statebridge,398,0.9974874371859297,0.9974874371859297
0.08571428571428572,correction_opportunity,other_text,35,0.02857142857142857,0.02857142857142857
0.05714285714285714,destruction_risk,other_text,35,0.0,0.9428571428571428
0.03787878787878788,both_wrong,other_text,132,0.7954545454545454,0.007575757575757576
0.007537688442211055,both_correct,other_text,398,0.992462311557789,0.992462311557789
0.02857142857142857,correction_opportunity,self_statebridge,35,0.02857142857142857,0.02857142857142857
0.0,destruction_risk,self_statebridge,35,0.0,1.0
0.022727272727272728,both_wrong,self_statebridge,132,0.8106060606060606,0.007575757575757576
0.0,both_correct,self_statebridge,398,1.0,1.0
0.0,correction_opportunity,self_text,35,0.0,0.0
0.02857142857142857,destruction_risk,self_text,35,0.02857142857142857,0.9714285714285714
0.015151515151515152,both_wrong,self_text,132,0.803030303030303,0.007575757575757576
0.0,both_correct,self_text,398,1.0,1.0
0.8285714285714286,correction_opportunity,true_statebridge,35,0.8285714285714286,0.8285714285714286
0.9428571428571428,destruction_risk,true_statebridge,35,0.9428571428571428,0.05714285714285714
0.16666666666666666,both_wrong,true_statebridge,132,0.9545454545454546,0.007575757575757576
0.0,both_correct,true_statebridge,398,1.0,1.0
0.9142857142857143,correction_opportunity,true_text,35,0.9142857142857143,0.9142857142857143
0.5714285714285714,destruction_risk,true_text,35,0.5714285714285714,0.42857142857142855
0.16666666666666666,both_wrong,true_text,132,0.9545454545454546,0.007575757575757576
0.0,both_correct,true_text,398,1.0,1.0
