ci95_high,ci95_low,comparison,control_condition,delta,metric,true_condition
0.08333333333333337,-0.02173913043478265,text_ce,none,0.029761904761904767,accuracy,true_text
0.4090909090909091,-0.02941176470588236,text_ce,none,0.1785714285714286,cr,true_text
0.1071428571428571,-0.1071428571428572,text_ce,none,0.0,pr,true_text
0.07142857142857142,-0.06818181818181819,text_ce,none,0.0,sr,true_text
0.0,0.0,text_ce,none,0.0,scr,true_text
0.2142857142857143,-0.02941176470588225,text_ce,none,0.0892857142857143,si,true_text
0.2142857142857143,-0.02941176470588236,text_ce,none,0.0892857142857143,sra,true_text
0.053333333333333344,-0.03969047619047621,statebridge_ce,none,0.011904761904761918,accuracy,true_statebridge
0.23076923076923073,0.0,statebridge_ce,none,0.1071428571428572,cr,true_statebridge
0.16666666666666663,-0.09090909090909083,statebridge_ce,none,0.0357142857142857,pr,true_statebridge
0.05128205128205128,-0.09210526315789475,statebridge_ce,none,-0.010869565217391311,sr,true_statebridge
0.0,-0.16666666666666663,statebridge_ce,none,-0.050000000000000044,scr,true_statebridge
0.15000000000000002,-1.1102230246251565e-16,statebridge_ce,none,0.0714285714285714,si,true_statebridge
0.15000000000000002,0.0,statebridge_ce,none,0.0714285714285714,sra,true_statebridge
0.031753663003662946,-0.08333333333333337,latentmas_ce,none,-0.02380952380952378,accuracy,true_latentmas
0.45833333333333337,0.125,latentmas_ce,none,0.2857142857142857,cr,true_latentmas
-0.1333333333333333,-0.53125,latentmas_ce,none,-0.3214285714285715,pr,true_latentmas
0.02633357041251752,-0.1111111111111111,latentmas_ce,none,-0.03260869565217392,sr,true_latentmas
0.0,0.0,latentmas_ce,none,0.0,scr,true_latentmas
0.11368006993006931,-0.1499999999999999,latentmas_ce,none,-0.017857142857142905,si,true_latentmas
0.11368006993006931,-0.1499999999999999,latentmas_ce,none,-0.017857142857142905,sra,true_latentmas
