answer_change_rate,category,condition,directional_examples,follow_sender_rate,post_accuracy
0.20175438596491227,correction_opportunity,none,114,0.14035087719298245,0.14035087719298245
0.03508771929824561,destruction_risk,none,114,0.008771929824561403,0.9649122807017544
0.09027777777777778,both_wrong,none,432,0.7523148148148148,0.023148148148148147
0.08333333333333333,both_correct,none,48,0.9166666666666666,0.9166666666666666
0.6140350877192983,correction_opportunity,true_latentmas,114,0.6140350877192983,0.6140350877192983
0.49122807017543857,destruction_risk,true_latentmas,114,0.49122807017543857,0.5087719298245614
0.1597222222222222,both_wrong,true_latentmas,432,0.8472222222222222,0.009259259259259259
0.041666666666666664,both_correct,true_latentmas,48,0.9583333333333334,0.9583333333333334
0.6403508771929824,correction_opportunity,true_statebridge,114,0.6403508771929824,0.6403508771929824
0.4824561403508772,destruction_risk,true_statebridge,114,0.4649122807017544,0.5175438596491229
0.19212962962962962,both_wrong,true_statebridge,432,0.8587962962962963,0.02546296296296296
0.020833333333333332,both_correct,true_statebridge,48,0.9791666666666666,0.9791666666666666
0.7456140350877193,correction_opportunity,true_text,114,0.7456140350877193,0.7456140350877193
0.5263157894736842,destruction_risk,true_text,114,0.5175438596491229,0.47368421052631576
0.19907407407407407,both_wrong,true_text,432,0.8703703703703703,0.013888888888888888
0.0,both_correct,true_text,48,1.0,1.0
