ci95_high,ci95_low,comparison,control_condition,delta,metric,true_condition
0.025000000000000022,-0.0033333333333334103,text_ce,none,0.010000000000000009,accuracy,true_text
0.9375,0.6666666666666666,text_ce,none,0.8125,cr,true_text
-0.423076923076923,-0.7666666666666666,text_ce,none,-0.59375,pr,true_text
0.0,-0.03509080800593031,text_ce,none,-0.0136986301369863,sr,true_text
0.008064516129032251,0.0,text_ce,none,0.002564102564102555,scr,true_text
0.22857142857142854,-0.016129032258064502,text_ce,none,0.109375,si,true_text
0.22857142857142854,-0.016129032258064502,text_ce,none,0.109375,sra,true_text
0.033333333333333326,0.0,text_esv,other_text,0.01666666666666672,accuracy,true_text
0.9629629629629629,0.7096774193548387,text_esv,other_text,0.84375,cr,true_text
-0.48571428571428577,-0.8181818181818181,text_esv,other_text,-0.65625,pr,true_text
0.0,-0.03529411764705882,text_esv,other_text,-0.0136986301369863,sr,true_text
0.031092130829015484,0.002673796791443861,text_esv,other_text,0.01538461538461533,scr,true_text
0.20967741935483875,-0.02857142857142858,text_esv,other_text,0.09375,si,true_text
0.20967741935483875,-0.02857142857142858,text_esv,other_text,0.09375,sra,true_text
0.021666666666666612,-0.0033333333333334103,text_oav,self_text,0.008333333333333415,accuracy,true_text
0.9393939393939394,0.6666666666666667,text_oav,self_text,0.8125,cr,true_text
-0.48571428571428577,-0.8181818181818181,text_oav,self_text,-0.65625,pr,true_text
0.0,0.0,text_oav,self_text,0.0,sr,true_text
0.0,0.0,text_oav,self_text,0.0,scr,true_text
0.1923076923076923,-0.03947368421052633,text_oav,self_text,0.078125,si,true_text
0.1923076923076923,-0.03947368421052633,text_oav,self_text,0.078125,sra,true_text
0.021666666666666612,-0.0033333333333334103,statebridge_ce,none,0.008333333333333304,accuracy,true_statebridge
1.0,0.7941176470588235,statebridge_ce,none,0.90625,cr,true_statebridge
-0.5555555555555556,-0.868421052631579,statebridge_ce,none,-0.71875,pr,true_statebridge
0.0,-0.03509080800593031,statebridge_ce,none,-0.0136986301369863,sr,true_statebridge
0.008064516129032251,0.0,statebridge_ce,none,0.002564102564102555,scr,true_statebridge
0.19642857142857145,0.0,statebridge_ce,none,0.09375,si,true_statebridge
0.19642857142857145,0.0,statebridge_ce,none,0.09375,sra,true_statebridge
0.02833333333333332,-0.0033333333333332993,statebridge_esv,other_statebridge,0.011666666666666714,accuracy,true_statebridge
0.972972972972973,0.75,statebridge_esv,other_statebridge,0.875,cr,true_statebridge
-0.5172413793103448,-0.8461538461538461,statebridge_esv,other_statebridge,-0.6875,pr,true_statebridge
-0.006329113924050633,-0.05682177790563866,statebridge_esv,other_statebridge,-0.0273972602739726,sr,true_statebridge
0.027175258286698225,0.0024630541871921707,statebridge_esv,other_statebridge,0.012820512820512775,scr,true_statebridge
0.19642857142857145,-0.01352289789789797,statebridge_esv,other_statebridge,0.09375,si,true_statebridge
0.19642857142857145,-0.01352289789789797,statebridge_esv,other_statebridge,0.09375,sra,true_statebridge
0.016666666666666607,-0.0016666666666667052,statebridge_oav,self_statebridge,0.00666666666666671,accuracy,true_statebridge
1.0,0.7999999999999999,statebridge_oav,self_statebridge,0.90625,cr,true_statebridge
-0.6285714285714286,-0.9189189189189189,statebridge_oav,self_statebridge,-0.78125,pr,true_statebridge
0.0,0.0,statebridge_oav,self_statebridge,0.0,sr,true_statebridge
0.0,0.0,statebridge_oav,self_statebridge,0.0,scr,true_statebridge
0.1499999999999999,-0.01851851851851849,statebridge_oav,self_statebridge,0.0625,si,true_statebridge
0.1499999999999999,-0.01851851851851849,statebridge_oav,self_statebridge,0.0625,sra,true_statebridge
